Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational Attainment of Household Head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.3,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,DKI Jakarta,,,13,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.3,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Barat,,,13,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.3,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Gorontalo,,,13,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.3,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Maluku Utara,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.3,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Selatan,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.3,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Timur,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.3,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Tengah,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.3,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,All Indonesia,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.3,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Lampung,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.3,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Banten,,,13,,,,,,,,,,,,
"Number of missing persons attributed to disasters per 100,000 people, annual average for 2005-2015",0.35,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Tengah,,,13,,,,,,,,,,,,
"Number of missing persons attributed to disasters per 100,000 people, annual average for 2005-2015",0.38,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Utara,,,13,,,,,,,,,,,,
"Number of missing persons attributed to disasters per 100,000 people, annual average for 2005-2015",0.39,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Tenggara,,,13,,,,,,,,,,,,
Proportion of population living below international poverty line of US$1.9 (PPP) per day,0.4,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,All,1,,,,,,,,,,,,
Proportion of children living below international poverty line of US$1.9 (PPP) per day,0.4,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,< 18 yrs,1,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$1.9 (PPP) per day,0.4,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,18+ yrs,1,,,,,,,,,,,,
"Number of new HIV infections per 1,000 uninfected people",0.4,2015,,Documentation of Preliminary Modeling Update Work Undertaken to Provide Input into the Investment Case Analysis and the National HIV Strategic and Action Plan 2015-2019,,All,All,All,All,All,All Indonesia,,15+ yrs,3,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.4,2015,,SUSENAS,,Female,All,All,Q4,All,All Indonesia,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.4,2015,,SUSENAS,,Female,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.4,2015,,SUSENAS,,Female,All,All,All,All,Nusa Tenggara Barat,,20-24 yrs,5,,,,,,,,,,,,
Percentage of population practicing open defecation,0.4,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,,6,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.4,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Tengah,,,13,,,,,,,,,,,,
"Number of missing persons attributed to disasters per 100,000 people, annual average for 2005-2015",0.4,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Timur,,,13,,,,,,,,,,,,
"Number of missing persons attributed to disasters per 100,000 people, annual average for 2005-2015",0.41,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Selatan,,,13,,,,,,,,,,,,
Proportion of population living below international poverty line of US$1.9 (PPP) per day,0.5,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,All,1,,,,,,,,,,,,
Proportion of children living below international poverty line of US$1.9 (PPP) per day,0.5,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),0.5,2015,,SUSENAS ,,All,All,All,All,All,Kepulauan Riau,,5-17 yrs,3,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.5,2015,,SUSENAS,,Female,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,20-24 yrs,5,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.5,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Selatan,,,13,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.5,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Selatan,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.5,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jambi,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.5,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Papua Barat,,,13,,,,,,,,,,,,
Proportion of health facilities affected by disaster ,0.5,2016,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Barat,,,13,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),0.6,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Timur,,5-17 yrs,3,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.6,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.6,2015,,SUSENAS,,Female,All,All,Q3,All,All Indonesia,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.6,2015,,SUSENAS,,Female,All,All,All,All,Kepulauan Riau,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.6,2015,,SUSENAS,,Female,All,All,All,All,Jawa Barat,,20-24 yrs,5,,,,,,,,,,,,
Percentage of population practicing open defecation,0.6,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,,6,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.6,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Aceh,,,13,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.6,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Tengah,,,13,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.6,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Timur,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,0.6,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Timur,,,13,,,,,,,,,,,,
Proportion of adults living below the national poverty line,0.7,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of children living below international poverty line of US$1.9 (PPP) per day,0.7,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,< 18 yrs,1,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$1.9 (PPP) per day,0.7,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,18+ yrs,1,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),0.7,2015,,SUSENAS ,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),0.7,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Utara,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),0.7,2015,,SUSENAS ,,All,All,All,All,All,Maluku,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),0.7,2015,,SUSENAS ,,All,All,All,All,All,Maluku Utara,,5-17 yrs,3,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.7,2015,,SUSENAS,,Female,All,All,All,Graduated primary school (SD/MI),All Indonesia,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.7,2015,,SUSENAS,,Female,All,All,All,All,Bengkulu,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.7,2015,,SUSENAS,,Female,All,All,All,All,Nusa Tenggara Timur,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.7,2015,,SUSENAS,,Female,All,All,All,All,Maluku,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.7,2015,,SUSENAS,,Female,All,All,All,All,Papua,,20-24 yrs,5,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.7,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,All Indonesia,,,13,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.7,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Utara,,,13,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.7,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Tengah,,,13,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.7,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Tenggara,,,13,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),0.8,2015,,SUSENAS ,,All,All,All,All,All,Aceh,,5-17 yrs,3,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.8,2015,,SUSENAS,,Female,All,All,All,All,Sumatera Selatan,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.8,2015,,SUSENAS,,Female,All,All,All,All,Jawa Timur,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.8,2015,,SUSENAS,,Female,All,All,All,All,Kalimantan Timur,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.8,2015,,SUSENAS,,Female,All,All,All,All,Maluku Utara,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.8,2015,,SUSENAS,,Female,All,All,All,All,Papua Barat,,20-24 yrs,5,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.8,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kepulauan Bangka Belitung,,,13,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.8,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Timur,,,13,,,,,,,,,,,,
Proportion of population living below the national poverty line,0.9,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,All,1,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),0.9,2015,,SUSENAS ,,All,All,All,All,All,Sumatera Utara,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),0.9,2015,,SUSENAS ,,All,All,All,All,All,Nusa Tenggara Timur,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),0.9,2015,,SUSENAS ,,All,All,All,All,All,Papua Barat,,5-17 yrs,3,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.9,2015,,SUSENAS,,Female,All,All,Q2,All,All Indonesia,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,0.9,2015,,SUSENAS,,Female,All,All,All,All,Sulawesi Selatan,,20-24 yrs,5,,,,,,,,,,,,
"Number of deaths due to disasters per 100,000 people, annual average for 2005-2015",0.9,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sumatera Utara,,,13,,,,,,,,,,,,
Proportion of population living below international poverty line of US$1.9 (PPP) per day,1,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,All,1,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$1.9 (PPP) per day,1,2015,,SUSENAS,,All,All,All,All,All,Riau,,18+ yrs,1,,,,,,,,,,,,
Proportion of adults living below international poverty line of US$1.9 (PPP) per day,1,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,18+ yrs,1,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1,2015,,SUSENAS ,,All,All,All,All,All,Kalimantan Utara,,5-17 yrs,3,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,1,2015,,SUSENAS,,Female,Rural,All,All,All,All Indonesia,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,1,2015,,SUSENAS,,Female,All,All,Q1 (poorest),All,All Indonesia,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,1,2015,,SUSENAS,,Female,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,1,2015,,SUSENAS,,Female,All,All,All,All,Kalimantan Barat,,20-24 yrs,5,,,,,,,,,,,,
"Number of missing persons attributed to disasters, annual average for 2005-2015",1,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Lampung,,,13,,,,,,,,,,,,
"Number of missing persons attributed to disasters, annual average for 2005-2015",1,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Barat,,,13,,,,,,,,,,,,
"Number of missing persons attributed to disasters, annual average for 2005-2015",1,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Gorontalo,,,13,,,,,,,,,,,,
Number of education facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Riau,,,13,,,,,,,,,,,,
Number of education facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Bengkulu,,,13,,,,,,,,,,,,
Number of education facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,DI Yogyakarta,,,13,,,,,,,,,,,,
Number of education facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Barat,,,13,,,,,,,,,,,,
Number of education facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Selatan,,,13,,,,,,,,,,,,
Number of education facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Utara,,,13,,,,,,,,,,,,
Number of education facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Selatan,,,13,,,,,,,,,,,,
Number of education facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Sulawesi Barat,,,13,,,,,,,,,,,,
Proportion of education facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Aceh,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Lampung,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kepulauan Bangka Belitung,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Jawa Barat,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Banten,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Nusa Tenggara Barat,,,13,,,,,,,,,,,,
Number of health facilities affected by disaster,1,2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Kalimantan Utara,,,13,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.1,2015,,SUSENAS ,,All,All,All,All,All,Riau,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.1,2015,,SUSENAS ,,All,All,All,All,All,Bali,,5-17 yrs,3,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.1,2015,,SUSENAS ,,All,All,All,All,All,Sulawesi Tenggara,,5-17 yrs,3,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,1.1,2015,,SUSENAS,,Female,All,All,All,All,Lampung,,20-24 yrs,5,,,,,,,,,,,,
Proportion of women aged 20-24 who were married or in a union before age 15,1.1,2015,,SUSENAS,,Female,All,All,All,All,Kepulauan Bangka Belitung,,20-24 yrs,5,,,,,,,,,,,,
"Number of missing persons attributed to disasters per 100,000 people, annual average for 2005-2015",1.17,2005-2015,,Data dan Informasi Bencana Indonesia (DIBI),,All,All,All,All,All,Maluku,,,13,,,,,,,,,,,,
Proportion of children living below the national poverty line,1.2,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of population living below international poverty line of US$1.9 (PPP) per day,1.2,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,All,1,,,,,,,,,,,,
Prevalence of tobacco smokers (children 5-17 yrs),1.2,2015,,SUSENAS ,,All,All,All,Q1 (poorest),All,All Indonesia,,5-17 yrs,3,,,,,,,,,,,,
