Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Health insurance coverage (children),54.60,2015,,SUSENAS ,,All,All,All,All,All,Maluku Utara,,0-17 yrs,3,,,,,,,,,,,,
Health insurance coverage (children),58.90,2015,,SUSENAS ,,All,All,All,All,All,Papua Barat,,0-17 yrs,3,,,,,,,,,,,,
Health insurance coverage (children),60.10,2015,,SUSENAS ,,All,All,All,All,All,Papua,,0-17 yrs,3,,,,,,,,,,,,
Health insurance coverage (children),47.30,2015,,SUSENAS ,,Female,All,All,All,All,All Indonesia,,0-17 yrs,3,,,,,,,,,,,,
Health insurance coverage (children),47.60,2015,,SUSENAS ,,Male,All,All,All,All,All Indonesia,,0-17 yrs,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",4.60,2015,,Indonesia Health Profile,,All,All,All,All,All,All Indonesia,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",5.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Aceh,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",6.50,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",7.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",5.50,2015,,Indonesia Health Profile,,All,All,All,All,All,Riau,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",5.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Jambi,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",4.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Bengkulu,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Lampung,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",6.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Kepulauan Bangka Belitung,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",6.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Kepulauan Riau,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",9.40,2015,,Indonesia Health Profile,,All,All,All,All,All,DKI Jakarta,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",8.90,2015,,Indonesia Health Profile,,All,All,All,All,All,DI Yogyakarta,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Banten,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",7.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Bali,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",2.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Nusa Tenggara Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.00,2015,,Indonesia Health Profile,,All,All,All,All,All,Nusa Tenggara Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",2.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",4.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",7.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",8.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",7.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",4.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tenggara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Gorontalo,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",5.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",5.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Maluku,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",4.50,2015,,Indonesia Health Profile,,All,All,All,All,All,Maluku Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",4.70,2015,,Indonesia Health Profile,,All,All,All,All,All,Papua Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Dentists (per 100,000 people)",3.70,2015,,Indonesia Health Profile,,All,All,All,All,All,Papua,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",16.10,2015,,Indonesia Health Profile,,All,All,All,All,All,All Indonesia,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",31.00,2015,,Indonesia Health Profile,,All,All,All,All,All,Aceh,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",23.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",19.50,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",17.00,2015,,Indonesia Health Profile,,All,All,All,All,All,Riau,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",18.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Jambi,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",14.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",20.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Bengkulu,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",13.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Lampung,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",24.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Kepulauan Bangka Belitung,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",26.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Kepulauan Riau,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",26.00,2015,,Indonesia Health Profile,,All,All,All,All,All,DKI Jakarta,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",11.00,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",13.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",28.20,2015,,Indonesia Health Profile,,All,All,All,All,All,DI Yogyakarta,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",11.50,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",11.70,2015,,Indonesia Health Profile,,All,All,All,All,All,Banten,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",27.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Bali,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",11.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Nusa Tenggara Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",13.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Nusa Tenggara Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",14.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",20.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",17.70,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",25.00,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",31.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",39.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",18.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",16.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",15.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tenggara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",22.00,2015,,Indonesia Health Profile,,All,All,All,All,All,Gorontalo,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",12.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",18.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Maluku,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",20.70,2015,,Indonesia Health Profile,,All,All,All,All,All,Maluku Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",24.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Papua Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Doctors (per 100,000 people)",24.00,2015,,Indonesia Health Profile,,All,All,All,All,All,Papua,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",43.70,2015,,Indonesia Health Profile,,All,All,All,All,All,All Indonesia,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",124.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Aceh,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",62.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",82.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",68.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Riau,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",72.50,2015,,Indonesia Health Profile,,All,All,All,All,All,Jambi,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",87.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",132.50,2015,,Indonesia Health Profile,,All,All,All,All,All,Bengkulu,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",30.50,2015,,Indonesia Health Profile,,All,All,All,All,All,Lampung,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",67.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Kepulauan Bangka Belitung,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",49.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Kepulauan Riau,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",21.20,2015,,Indonesia Health Profile,,All,All,All,All,All,DKI Jakarta,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",20.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",37.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",26.60,2015,,Indonesia Health Profile,,All,All,All,All,All,DI Yogyakarta,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",37.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",41.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Banten,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",43.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Bali,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",35.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Nusa Tenggara Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",37.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Nusa Tenggara Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",41.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",57.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",46.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",64.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",73.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",32.70,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",49.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",53.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",43.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tenggara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",62.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Gorontalo,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",95.00,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",48.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Maluku,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",110.00,2015,,Indonesia Health Profile,,All,All,All,All,All,Maluku Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",52.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Papua Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Midwives (per 100,000 people)",35.90,2015,,Indonesia Health Profile,,All,All,All,All,All,Papua,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",87.70,2015,,Indonesia Health Profile,,All,All,All,All,All,All Indonesia,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",168.40,2015,,Indonesia Health Profile,,All,All,All,All,All,Aceh,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",71.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",112.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",87.70,2015,,Indonesia Health Profile,,All,All,All,All,All,Riau,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",108.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Jambi,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",112.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Sumatera Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",143.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Bengkulu,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",50.80,2015,,Indonesia Health Profile,,All,All,All,All,All,Lampung,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",174.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Kepulauan Bangka Belitung,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",121.70,2015,,Indonesia Health Profile,,All,All,All,All,All,Kepulauan Riau,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",115.20,2015,,Indonesia Health Profile,,All,All,All,All,All,DKI Jakarta,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",47.70,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",86.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",122.70,2015,,Indonesia Health Profile,,All,All,All,All,All,DI Yogyakarta,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",69.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Jawa Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",67.50,2015,,Indonesia Health Profile,,All,All,All,All,All,Banten,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",100.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Bali,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",80.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Nusa Tenggara Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",95.60,2015,,Indonesia Health Profile,,All,All,All,All,All,Nusa Tenggara Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",89.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Barat,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",155.70,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",100.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",187.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Timur,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",211.10,2015,,Indonesia Health Profile,,All,All,All,All,All,Kalimantan Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",142.30,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Utara,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",140.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tengah,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",131.20,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Selatan,,All,3,,,,,,,,,,,,
"Health worker density and distribution: Nurses (per 100,000 people)",109.00,2015,,Indonesia Health Profile,,All,All,All,All,All,Sulawesi Tenggara,,All,3,,,,,,,,,,,,
