Indicator,Value,Year,Month,Source,Reference,Gender (All/Male/Female),Geography (All/Urban/Rural),Disability (All/With/Without),Wealth Quintile (All/Poorest/Second/Middle/Fourth/Richest),Educational attainment of household head,Province,District,"Age Range (i.e. 0-24 M, 15-60 Y)",SDG Goal,SDG Target,SDG National Indicator,CPAP 2016-2020 Outcome,CPAP 2016-2020 Output,Relevant SMQ No.,Keyword Tag 1,Keyword Tag 2,Keyword Tag 3,Keyword Tag 4,Keyword Tag 5,Prefered,To correct
Proportion of population living below twice the national poverty line,49.1,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,All,1,,,,,,,,,,,,
Proportion of population living below twice the national poverty line,60.4,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,All,1,,,,,,,,,,,,
Proportion of population living below twice the national poverty line,66.1,2015,,SUSENAS,,All,All,All,All,All,Papua,,All,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,60,2015,,SUSENAS,,All,All,All,All,All,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,60,2015,,SUSENAS,,Male,All,All,All,All,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,60,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,51,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,68.7,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,100,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,99.2,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,64.6,2015,,SUSENAS,,All,All,All,Q3,All,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,10,2015,,SUSENAS,,All,All,All,Q4,All,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,81.4,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,77.5,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,72.4,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,63.5,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,44.6,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,16.2,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,77.2,2015,,SUSENAS,,All,All,All,All,All,Aceh,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,70,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,64.3,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,60.5,2015,,SUSENAS,,All,All,All,All,All,Riau,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,59.9,2015,,SUSENAS,,All,All,All,All,All,Jambi,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,66.4,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,71.2,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,71.9,2015,,SUSENAS,,All,All,All,All,All,Lampung,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,59.4,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,46.7,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,48.4,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,54.3,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,65,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,58.4,2015,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,56.1,2015,,SUSENAS,,All,All,All,All,All,Jawa Timur,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,49.5,2015,,SUSENAS,,All,All,All,All,All,Banten,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,42.2,2015,,SUSENAS,,All,All,All,All,All,Bali,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,71,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,79.3,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,58.6,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,49.5,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,48.9,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,52.7,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,64.6,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,52.2,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,69.1,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,52.7,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,60.7,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,63,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,65.4,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,74,2015,,SUSENAS,,All,All,All,All,All,Maluku,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,56.1,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,68,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,< 18 yrs,1,,,,,,,,,,,,
Proportion of children living below twice the national poverty line,73.8,2015,,SUSENAS,,All,All,All,All,All,Papua,,< 18 yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,51,2015,,SUSENAS,,All,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,50.3,2015,,SUSENAS,,Male,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,51.6,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,41.3,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,61.1,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,100,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,99.2,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,60.6,2015,,SUSENAS,,All,All,All,Q3,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,8.1,2015,,SUSENAS,,All,All,All,Q4,All,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,72.2,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,66.4,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,61.5,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,51.6,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,33.2,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,11,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,69,2015,,SUSENAS,,All,All,All,All,All,Aceh,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,54.4,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,53,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,49.1,2015,,SUSENAS,,All,All,All,All,All,Riau,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,52.5,2015,,SUSENAS,,All,All,All,All,All,Jambi,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,57.2,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,64.8,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,64.7,2015,,SUSENAS,,All,All,All,All,All,Lampung,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,51.4,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Bangka Belitung,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,36.5,2015,,SUSENAS,,All,All,All,All,All,Kepulauan Riau,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,32.7,2015,,SUSENAS,,All,All,All,All,All,DKI Jakarta,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,45.3,2015,,SUSENAS,,All,All,All,All,All,Jawa Barat,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,59.7,2015,,SUSENAS,,All,All,All,All,All,Jawa Tengah,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,51.9,2015,,SUSENAS,,All,All,All,All,All,DI Yogyakarta,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,51.7,2015,,SUSENAS,,All,All,All,All,All,Jawa Timur,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,39.4,2015,,SUSENAS,,All,All,All,All,All,Banten,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,34.2,2015,,SUSENAS,,All,All,All,All,All,Bali,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,62.5,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Barat,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,69.9,2015,,SUSENAS,,All,All,All,All,All,Nusa Tenggara Timur,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,50.2,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Barat,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,41.8,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Tengah,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,40.5,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Selatan,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,43.4,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Timur,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,54.4,2015,,SUSENAS,,All,All,All,All,All,Kalimantan Utara,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,42.1,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Utara,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,59.8,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tengah,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,43.9,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Selatan,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,47.9,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Tenggara,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,53.5,2015,,SUSENAS,,All,All,All,All,All,Gorontalo,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,55,2015,,SUSENAS,,All,All,All,All,All,Sulawesi Barat,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,60.1,2015,,SUSENAS,,All,All,All,All,All,Maluku,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,44.5,2015,,SUSENAS,,All,All,All,All,All,Maluku Utara,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,55.8,2015,,SUSENAS,,All,All,All,All,All,Papua Barat,,18+ yrs,1,,,,,,,,,,,,
Proportion of Adults living below twice the national poverty line,61.3,2015,,SUSENAS,,All,All,All,All,All,Papua,,18+ yrs,1,,,,,,,,,,,,
Total population living below the national poverty line,28607856,2015,,SUSENAS,,All,All,All,All,All,All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,13969184,2015,,SUSENAS,,Male,All,All,All,All,All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,14638672,2015,,SUSENAS,,Female,All,All,All,All,All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,10657093,2015,,SUSENAS,,All,Urban,All,All,All,All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,17950763,2015,,SUSENAS,,All,Rural,All,All,All,All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,27455429,2015,,SUSENAS,,All,All,All,Q1 (poorest),All,All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,1152427,2015,,SUSENAS,,All,All,All,Q2,All,All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,3531225,2015,,SUSENAS,,All,All,All,All,No school,All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,7044470,2015,,SUSENAS,,All,All,All,All,Incomplete primary school (SD)/Islamic primary school (MI),All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,10678843,2015,,SUSENAS,,All,All,All,All,Graduated primary school (SD/MI),All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,4145595,2015,,SUSENAS,,All,All,All,All,Graduated junior secondary school (SMP/MTS),All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,3022622,2015,,SUSENAS,,All,All,All,All,Graduated senior secondary school (SMA/MA),All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,185102,2015,,SUSENAS,,All,All,All,All,Graduated university (D1-D3/PT),All Indonesia,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,852322,2015,,SUSENAS,,All,All,All,All,All,Aceh,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,1464664,2015,,SUSENAS,,All,All,All,All,All,Sumatera Utara,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,379913,2015,,SUSENAS,,All,All,All,All,All,Sumatera Barat,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,531632,2015,,SUSENAS,,All,All,All,All,All,Riau,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,300901,2015,,SUSENAS,,All,All,All,All,All,Jambi,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,1146231,2015,,SUSENAS,,All,All,All,All,All,Sumatera Selatan,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,334478,2015,,SUSENAS,,All,All,All,All,All,Bengkulu,,All,1,,,,,,,,,,,,
Total population living below the national poverty line,1164023,2015,,SUSENAS,,All,All,All,All,All,Lampung,,All,1,,,,,,,,,,,,
